reserva_cancelada;tempo_antecedencia;data_chegada;ano_chegada;mes_chegada;diadomes_chegada;nro_noites_fds;nro_noites_dds;adultos;criancas;bebes;alimentacao;país;segmento_mercado;cliente_recorrente;tipo_quarto;tipo_pgto;agencia_turismo;receita_por_noite;pedidos_especiais;status_reserva;data_status_reserva
0;0;2016-11-08;2016;11;8;0;1;1;0;0;BB;ESP;Direta;0;A;Sem pgto;NULL;35;0;Confirmada;2016-11-09
0;1;2016-11-08;2016;11;8;0;2;1;0;0;BB;NULL;Corporativo;0;A;Sem pgto;NULL;30;0;Confirmada;2016-11-10
0;18;2016-11-08;2016;11;8;0;2;1;0;0;BB;PRT;Corporativo;1;A;Sem pgto;270;30;0;Confirmada;2016-11-10
0;78;2016-11-08;2016;11;8;0;2;2;0;0;BB;CHE;AT Online;0;D;Sem pgto;240;54.8;1;Confirmada;2016-11-10
0;4;2016-11-08;2016;11;8;0;2;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;468;60;0;Confirmada;2016-11-10
0;0;2016-11-08;2016;11;8;0;3;2;0;0;BB;PRT;Direta;1;A;Sem pgto;NULL;47;0;Confirmada;2016-11-11
0;150;2016-11-08;2016;11;8;0;3;2;0;0;BB;CHE;AT Online;0;A;Sem pgto;240;37.8;2;Confirmada;2016-11-11
0;26;2016-11-08;2016;11;8;0;3;1;0;0;BB;RUS;AT Online;0;A;Sem pgto;240;41.4;1;Confirmada;2016-11-11
0;28;2016-11-08;2016;11;8;0;3;2;0;0;BB;ITA;AT Online;0;A;Sem pgto;240;41.4;1;Confirmada;2016-11-11
0;21;2016-11-08;2016;11;8;0;3;1;0;0;BB;PRT;AT Offline;0;A;Sem pgto;146;33;0;Confirmada;2016-11-11
0;20;2016-11-08;2016;11;8;0;3;1;0;0;BB;PRT;AT Offline;0;A;Sem pgto;146;27;0;Confirmada;2016-11-11
0;21;2016-11-08;2016;11;8;0;3;1;0;0;BB;PRT;AT Offline;0;A;Sem pgto;146;33;0;Confirmada;2016-11-11
0;65;2016-11-08;2016;11;8;0;3;2;0;0;HB;BRA;AT Online;0;D;Sem pgto;240;79.8;1;Confirmada;2016-11-11
0;43;2016-11-08;2016;11;8;0;4;2;0;0;BB;LVA;AT Online;0;D;Sem pgto;240;46.8;2;Confirmada;2016-11-12
0;3;2016-11-08;2016;11;8;0;4;2;0;0;HB;POL;AT Online;0;A;Sem pgto;240;105;1;Confirmada;2016-11-12
0;12;2016-11-08;2016;11;8;0;4;1;0;0;BB;LVA;AT Online;0;A;Sem pgto;241;38.11;1;Confirmada;2016-11-12
0;65;2016-11-08;2016;11;8;0;4;2;0;0;BB;DEU;AT Online;0;A;Sem pgto;240;37.8;1;Confirmada;2016-11-12
0;92;2016-11-08;2016;11;8;0;4;2;0;0;BB;AUT;AT Online;0;A;Sem pgto;240;37.8;0;Confirmada;2016-11-12
0;92;2016-11-08;2016;11;8;0;4;2;0;0;BB;AUT;AT Online;0;A;Sem pgto;240;37.8;0;Confirmada;2016-11-12
0;31;2016-11-08;2016;11;8;0;4;1;0;0;BB;CHE;AT Online;0;A;Sem pgto;240;37.8;2;Confirmada;2016-11-12
0;92;2016-11-08;2016;11;8;0;4;3;0;0;BB;AUT;AT Online;0;A;Sem pgto;240;60.3;0;Confirmada;2016-11-12
0;40;2016-11-08;2016;11;8;0;4;2;0;0;BB;ITA;AT Online;0;D;Sem pgto;240;46.8;1;Confirmada;2016-11-12
0;26;2016-11-08;2016;11;8;0;4;1;0;0;BB;RUS;AT Online;0;D;Sem pgto;240;53.2;1;Confirmada;2016-11-12
0;43;2016-11-08;2016;11;8;0;4;2;0;0;BB;LVA;AT Online;0;D;Sem pgto;240;46.8;2;Confirmada;2016-11-12
0;20;2016-11-08;2016;11;8;0;4;2;0;0;BB;POL;Direta;0;E;Sem pgto;250;78.25;2;Confirmada;2016-11-12
0;12;2016-11-08;2016;11;8;0;4;1;0;0;BB;POL;AT Online;0;A;Sem pgto;240;55;1;Confirmada;2016-11-12
0;12;2016-11-08;2016;11;8;0;4;2;2;0;BB;POL;AT Online;0;G;Sem pgto;240;106;1;Confirmada;2016-11-12
0;40;2016-11-08;2016;11;8;0;4;2;0;0;BB;MLT;AT Online;0;D;Sem pgto;240;52.8;1;Confirmada;2016-11-12
0;40;2016-11-08;2016;11;8;0;4;1;0;0;BB;ITA;AT Online;0;A;Sem pgto;240;37.8;1;Confirmada;2016-11-12
0;43;2016-11-08;2016;11;8;0;4;2;0;0;BB;LVA;AT Online;0;D;Sem pgto;240;46.8;2;Confirmada;2016-11-12
0;69;2016-11-08;2016;11;8;0;5;2;0;0;HB;FRA;AT Online;0;E;Sem pgto;240;82.8;2;Confirmada;2016-11-13
0;92;2016-11-08;2016;11;8;1;5;2;0;0;BB;BEL;AT Online;0;A;Sem pgto;240;37.8;1;Confirmada;2016-11-14
0;50;2016-11-08;2016;11;8;2;5;2;0;0;BB;BEL;AT Online;0;D;Sem pgto;240;46.8;4;Confirmada;2016-11-15
0;104;2016-11-08;2016;11;8;2;5;2;0;1;BB;POL;AT Online;0;A;Sem pgto;240;37.8;2;Confirmada;2016-11-15
0;39;2016-11-08;2016;11;8;2;5;2;0;0;BB;FRA;AT Online;0;D;Sem pgto;240;46.8;2;Confirmada;2016-11-15
0;39;2016-11-08;2016;11;8;2;5;2;0;0;BB;FRA;AT Online;0;D;Sem pgto;240;46.8;1;Confirmada;2016-11-15
1;86;2016-11-09;2016;11;9;2;4;2;0;0;BB;DEU;AT Online;0;A;Sem pgto;240;37.8;0;Cancelada;2016-08-15
1;2;2016-11-09;2016;11;9;0;1;1;0;0;BB;PRT;Corporativo;0;A;Sem pgto;291;30;0;Cancelada;2016-11-07
0;0;2016-11-09;2016;11;9;0;0;1;0;0;BB;PRT;AT Offline;1;A;Sem pgto;8;0;0;Confirmada;2016-11-09
0;0;2016-11-09;2016;11;9;0;0;1;0;0;BB;PRT;AT Offline;1;A;Sem pgto;8;0;0;Confirmada;2016-11-09
0;0;2016-11-09;2016;11;9;0;0;2;0;0;HB;GBR;AT Online;1;F;Sem pgto;241;0;2;Confirmada;2016-11-09
0;6;2016-11-09;2016;11;9;0;0;2;0;0;HB;PRT;Direta;0;A;Sem pgto;250;0;0;Confirmada;2016-11-09
0;2;2016-11-09;2016;11;9;0;1;1;0;0;BB;PRT;Corporativo;0;A;Sem pgto;NULL;33;2;Confirmada;2016-11-10
0;2;2016-11-09;2016;11;9;0;1;1;0;0;BB;PRT;Corporativo;0;A;Sem pgto;NULL;35;1;Confirmada;2016-11-10
0;1;2016-11-09;2016;11;9;0;1;1;0;0;BB;PRT;Corporativo;0;A;Sem pgto;NULL;30;2;Confirmada;2016-11-10
0;2;2016-11-09;2016;11;9;0;1;1;0;0;BB;NULL;Corporativo;0;A;Sem pgto;NULL;35;2;Confirmada;2016-11-10
0;48;2016-11-09;2016;11;9;0;1;1;0;0;BB;PRT;AT Offline;1;A;Sem pgto;168;30;0;Confirmada;2016-11-10
0;2;2016-11-09;2016;11;9;0;1;1;0;0;BB;PRT;Corporativo;1;A;Sem pgto;NULL;35;0;Confirmada;2016-11-10
0;93;2016-11-09;2016;11;9;0;1;2;0;0;BB;BEL;AT Online;0;A;Sem pgto;240;37.8;1;Confirmada;2016-11-10
0;59;2016-11-09;2016;11;9;0;1;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;241;29.11;1;Confirmada;2016-11-10
0;14;2016-11-09;2016;11;9;0;1;1;0;0;BB;PRT;AT Offline;0;A;Sem pgto;126;30;0;Confirmada;2016-11-10
0;1;2016-11-09;2016;11;9;0;1;2;0;0;BB;NLD;AT Online;0;A;Sem pgto;240;42;1;Confirmada;2016-11-10
0;18;2016-11-09;2016;11;9;0;1;2;0;0;BB;ITA;AT Online;0;E;Sem pgto;240;75;1;Confirmada;2016-11-10
0;1;2016-11-09;2016;11;9;0;2;1;0;0;BB;NULL;Corporativo;0;A;Sem pgto;NULL;27;0;Confirmada;2016-11-11
0;49;2016-11-09;2016;11;9;0;3;2;0;0;BB;PRT;AT Offline;0;A;Sem pgto;6;35;1;Confirmada;2016-11-12
0;44;2016-11-09;2016;11;9;0;3;2;0;0;BB;FRA;AT Offline;0;A;Sem pgto;6;29;0;Confirmada;2016-11-12
0;44;2016-11-09;2016;11;9;0;3;2;0;0;BB;FRA;AT Online;0;A;Sem pgto;240;37.8;1;Confirmada;2016-11-12
0;50;2016-11-09;2016;11;9;0;3;2;0;0;BB;FRA;AT Online;0;A;Sem pgto;240;43.8;2;Confirmada;2016-11-12
0;48;2016-11-09;2016;11;9;0;3;2;0;0;BB;FRA;Direta;0;A;Sem pgto;250;33.26;1;Confirmada;2016-11-12
0;47;2016-11-09;2016;11;9;0;4;1;0;0;BB;NLD;AT Online;0;A;Sem pgto;240;37.8;3;Confirmada;2016-11-13
0;20;2016-11-09;2016;11;9;1;4;2;0;0;BB;ESP;AT Offline;0;D;Sem pgto;6;43;0;Confirmada;2016-11-14
0;152;2016-11-09;2016;11;9;1;4;2;0;0;BB;ESP;Direta;0;D;Sem pgto;250;52.8;0;Confirmada;2016-11-14
0;32;2016-11-09;2016;11;9;1;4;2;0;0;BB;FRA;AT Online;0;A;Sem pgto;240;37.8;1;Confirmada;2016-11-14
0;50;2016-11-09;2016;11;9;1;4;2;0;0;HB;FRA;AT Offline;0;A;Sem pgto;6;52.4;0;Confirmada;2016-11-14
0;50;2016-11-09;2016;11;9;1;4;1;0;0;HB;FRA;AT Offline;0;A;Sem pgto;6;46.7;0;Confirmada;2016-11-14
0;167;2016-11-09;2016;11;9;1;4;2;2;0;BB;GBR;AT Online;0;G;Sem pgto;240;87;1;Confirmada;2016-11-14
0;45;2016-11-09;2016;11;9;2;4;2;0;0;BB;BEL;AT Online;0;A;Sem pgto;240;37.8;2;Confirmada;2016-11-15
0;29;2016-11-09;2016;11;9;2;4;2;0;0;HB;GBR;AT Online;0;D;Sem pgto;241;58.98;1;Confirmada;2016-11-15
0;224;2016-11-09;2016;11;9;2;5;2;0;0;BB;DEU;AT Offline;0;A;Sem pgto;143;26.1;0;Confirmada;2016-11-16
0;33;2016-11-09;2016;11;9;2;5;2;0;0;HB;GBR;AT Online;0;F;Sem pgto;241;65.86;1;Confirmada;2016-11-16
0;28;2016-11-09;2016;11;9;2;7;1;0;0;HB;PRT;AT Offline;0;A;Sem pgto;75;40.7;0;Confirmada;2016-11-18
0;315;2016-11-09;2016;11;9;4;10;2;0;0;BB;PRT;AT Offline;0;A;Sem pgto;69;28.1;2;Confirmada;2016-11-23
1;150;2016-11-10;2016;11;10;2;3;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;314;30.24;0;Cancelada;2016-07-22
1;135;2016-11-10;2016;11;10;2;3;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;37.8;0;Cancelada;2016-08-31
1;135;2016-11-10;2016;11;10;2;3;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;37.8;0;Cancelada;2016-08-31
1;135;2016-11-10;2016;11;10;2;3;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;37.8;0;Cancelada;2016-08-31
1;135;2016-11-10;2016;11;10;2;3;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;37.8;0;Cancelada;2016-08-31
1;135;2016-11-10;2016;11;10;2;3;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;37.8;0;Cancelada;2016-08-31
1;135;2016-11-10;2016;11;10;2;3;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;37.8;0;Cancelada;2016-08-31
1;135;2016-11-10;2016;11;10;2;3;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;37.8;0;Cancelada;2016-08-31
1;61;2016-11-10;2016;11;10;0;3;3;0;0;BB;PRT;AT Online;0;G;Sem pgto;242;73.8;0;Cancelada;2016-09-10
1;105;2016-11-10;2016;11;10;0;1;2;0;0;BB;ESP;AT Online;0;E;Sem pgto;240;55.8;0;Cancelada;2016-10-04
1;74;2016-11-10;2016;11;10;0;3;2;2;0;BB;PRT;AT Online;0;G;Sem pgto;240;82;1;Cancelada;2016-10-16
1;37;2016-11-10;2016;11;10;0;3;2;0;0;HB;GBR;AT Online;0;A;Sem pgto;240;64.8;1;Cancelada;2016-10-25
1;37;2016-11-10;2016;11;10;0;3;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;37.8;1;Cancelada;2016-10-25
1;37;2016-11-10;2016;11;10;1;3;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;37.8;0;Cancelada;2016-10-26
1;19;2016-11-10;2016;11;10;2;5;2;0;0;Undefined;PRT;AT Offline;0;A;Sem pgto;464;66;0;Ausente;2016-11-10
0;30;2016-11-10;2016;11;10;0;0;2;0;0;HB;PRT;AT Online;0;D;Sem pgto;314;0;0;Confirmada;2016-11-10
0;1;2016-11-10;2016;11;10;0;1;1;0;0;BB;PRT;Corporativo;0;A;Sem pgto;NULL;30;0;Confirmada;2016-11-11
0;7;2016-11-10;2016;11;10;0;1;1;0;0;BB;PRT;Corporativo;1;A;Sem pgto;NULL;27;0;Confirmada;2016-11-11
0;0;2016-11-10;2016;11;10;0;1;2;0;0;BB;FRA;AT Online;0;E;Sem pgto;240;96;1;Confirmada;2016-11-11
0;2;2016-11-10;2016;11;10;0;1;2;0;0;BB;SWE;AT Online;0;E;Sem pgto;240;96;1;Confirmada;2016-11-11
0;2;2016-11-10;2016;11;10;0;1;2;0;0;BB;SWE;AT Online;0;E;Sem pgto;240;90;1;Confirmada;2016-11-11
0;0;2016-11-10;2016;11;10;0;2;2;0;0;BB;PRT;Direta;1;D;Sem pgto;NULL;78;0;Confirmada;2016-11-12
0;25;2016-11-10;2016;11;10;0;2;2;0;0;HB;USA;AT Online;0;D;Sem pgto;240;100;1;Confirmada;2016-11-12
0;27;2016-11-10;2016;11;10;0;2;2;0;0;BB;PRT;AT Online;0;D;Sem pgto;240;76;1;Confirmada;2016-11-12
0;22;2016-11-10;2016;11;10;0;3;2;0;0;HB;ESP;AT Online;0;E;Sem pgto;175;75.6;2;Confirmada;2016-11-13
0;35;2016-11-10;2016;11;10;0;3;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;37.8;1;Confirmada;2016-11-13
0;73;2016-11-10;2016;11;10;0;3;2;0;0;BB;FRA;AT Online;0;A;Sem pgto;314;30.24;0;Confirmada;2016-11-13
0;35;2016-11-10;2016;11;10;0;3;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;37.8;2;Confirmada;2016-11-13
0;36;2016-11-10;2016;11;10;0;3;2;0;0;HB;PRT;AT Online;0;A;Sem pgto;240;64.8;1;Confirmada;2016-11-13
0;36;2016-11-10;2016;11;10;0;3;2;0;0;HB;PRT;AT Online;0;A;Sem pgto;240;70.8;1;Confirmada;2016-11-13
0;35;2016-11-10;2016;11;10;0;3;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;37.8;2;Confirmada;2016-11-13
0;5;2016-11-10;2016;11;10;0;3;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;241;57.75;1;Confirmada;2016-11-13
0;52;2016-11-10;2016;11;10;0;3;2;0;0;BB;GBR;AT Online;0;D;Sem pgto;240;46.8;2;Confirmada;2016-11-13
0;27;2016-11-10;2016;11;10;0;3;2;0;0;HB;ESP;AT Offline;0;A;Sem pgto;6;54;0;Confirmada;2016-11-13
0;52;2016-11-10;2016;11;10;0;3;2;0;0;BB;FRA;AT Offline;0;A;Sem pgto;6;29;0;Confirmada;2016-11-13
0;35;2016-11-10;2016;11;10;0;3;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;37.8;1;Confirmada;2016-11-13
0;34;2016-11-10;2016;11;10;1;3;3;0;0;HB;GBR;AT Offline;0;A;Sem pgto;171;77.18;0;Confirmada;2016-11-14
0;30;2016-11-10;2016;11;10;1;3;2;0;0;HB;GBR;AT Online;0;A;Sem pgto;314;59.12;0;Confirmada;2016-11-14
0;9;2016-11-10;2016;11;10;1;3;2;0;0;BB;GBR;Direta;0;A;Sem pgto;NULL;37.8;1;Confirmada;2016-11-14
0;19;2016-11-10;2016;11;10;2;3;2;0;0;BB;BEL;Direta;0;G;Sem pgto;250;88.68;1;Confirmada;2016-11-15
0;101;2016-11-10;2016;11;10;2;3;2;0;0;BB;IRL;AT Online;0;D;Sem pgto;339;37.44;0;Confirmada;2016-11-15
0;210;2016-11-10;2016;11;10;2;3;2;0;0;BB;GBR;AT Online;0;E;Sem pgto;241;42.97;2;Confirmada;2016-11-15
0;39;2016-11-10;2016;11;10;2;3;2;0;0;BB;LTU;AT Online;0;D;Sem pgto;240;46.8;1;Confirmada;2016-11-15
0;52;2016-11-10;2016;11;10;2;3;2;0;0;BB;FRA;AT Offline;0;A;Sem pgto;6;29;1;Confirmada;2016-11-15
0;98;2016-11-10;2016;11;10;2;5;2;0;0;HB;GBR;AT Offline;0;A;Sem pgto;57;34;1;Confirmada;2016-11-17
0;19;2016-11-10;2016;11;10;2;5;1;0;0;Undefined;FRA;AT Offline;0;A;Sem pgto;464;47;0;Confirmada;2016-11-17
0;19;2016-11-10;2016;11;10;2;5;2;0;0;Undefined;FRA;AT Offline;0;A;Sem pgto;464;66;0;Confirmada;2016-11-17
0;19;2016-11-10;2016;11;10;2;5;2;0;0;Undefined;FRA;AT Offline;0;A;Sem pgto;464;66;0;Confirmada;2016-11-17
0;19;2016-11-10;2016;11;10;2;5;1;0;0;Undefined;FRA;AT Offline;0;A;Sem pgto;464;47;0;Confirmada;2016-11-17
0;19;2016-11-10;2016;11;10;2;5;2;0;0;Undefined;FRA;AT Offline;0;A;Sem pgto;464;66;0;Confirmada;2016-11-17
0;19;2016-11-10;2016;11;10;2;5;1;0;0;Undefined;FRA;AT Offline;0;A;Sem pgto;464;47;0;Confirmada;2016-11-17
0;73;2016-11-10;2016;11;10;2;8;2;0;0;BB;GBR;AT Online;0;D;Sem pgto;241;34.24;2;Confirmada;2016-11-20
0;80;2016-11-10;2016;11;10;8;20;2;0;0;BB;FIN;AT Online;0;A;Sem pgto;240;38.25;1;Confirmada;2016-12-08
1;85;2016-11-11;2016;11;11;2;2;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;37.8;2;Cancelada;2016-08-18
1;53;2016-11-11;2016;11;11;2;3;1;0;0;BB;BRA;AT Online;0;A;Sem pgto;240;37.8;1;Cancelada;2016-09-22
1;53;2016-11-11;2016;11;11;0;2;2;0;0;BB;ESP;AT Online;0;D;Sem pgto;240;46.8;2;Cancelada;2016-10-06
1;33;2016-11-11;2016;11;11;0;2;1;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;37.8;0;Cancelada;2016-10-09
1;33;2016-11-11;2016;11;11;0;2;1;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;37.8;0;Cancelada;2016-10-10
1;53;2016-11-11;2016;11;11;2;4;2;0;0;HB;PRT;AT Online;0;A;Sem pgto;241;49.9;1;Cancelada;2016-10-11
1;58;2016-11-11;2016;11;11;2;2;2;0;0;BB;CHE;AT Online;0;A;Sem pgto;240;37.8;1;Cancelada;2016-10-13
1;39;2016-11-11;2016;11;11;0;2;2;0;0;HB;ESP;AT Online;0;D;Sem pgto;240;73.8;1;Cancelada;2016-10-17
1;100;2016-11-11;2016;11;11;2;2;2;0;0;BB;ITA;AT Online;0;A;Sem pgto;240;37.8;3;Cancelada;2016-10-19
1;31;2016-11-11;2016;11;11;1;2;2;0;0;BB;ESP;AT Online;0;D;Sem pgto;240;50.4;2;Cancelada;2016-10-25
1;122;2016-11-11;2016;11;11;2;6;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;37.8;3;Cancelada;2016-10-28
1;33;2016-11-11;2016;11;11;0;2;1;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;37.8;1;Cancelada;2016-11-04
0;29;2016-11-11;2016;11;11;0;0;2;0;0;BB;GBR;AT Online;0;E;Sem pgto;240;0;0;Confirmada;2016-11-11
0;22;2016-11-11;2016;11;11;0;1;3;0;0;BB;PRT;Corporativo;1;A;Sem pgto;NULL;65;0;Confirmada;2016-11-12
0;0;2016-11-11;2016;11;11;0;1;2;0;0;BB;ITA;Direta;1;A;Sem pgto;NULL;70;1;Confirmada;2016-11-12
0;2;2016-11-11;2016;11;11;0;1;2;0;0;BB;PRT;Direta;0;E;Sem pgto;NULL;85;0;Confirmada;2016-11-12
0;0;2016-11-11;2016;11;11;0;1;2;0;0;BB;GBR;Direta;0;A;Sem pgto;NULL;65;0;Confirmada;2016-11-12
0;110;2016-11-11;2016;11;11;0;1;2;0;0;BB;BRA;AT Online;0;A;Sem pgto;314;36.24;0;Confirmada;2016-11-12
0;110;2016-11-11;2016;11;11;0;1;2;0;0;BB;BRA;AT Online;0;A;Sem pgto;314;30.24;0;Confirmada;2016-11-12
0;0;2016-11-11;2016;11;11;0;1;2;0;0;BB;PRT;Direta;0;E;Sem pgto;NULL;85;0;Confirmada;2016-11-12
0;29;2016-11-11;2016;11;11;0;2;3;0;0;BB;NULL;AT Offline;0;A;Sem pgto;6;42.08;1;Confirmada;2016-11-13
0;0;2016-11-11;2016;11;11;0;2;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;81;1;Confirmada;2016-11-13
0;28;2016-11-11;2016;11;11;0;2;2;0;0;BB;PRT;Direta;0;G;Sem pgto;250;114.4;3;Confirmada;2016-11-13
0;51;2016-11-11;2016;11;11;0;2;3;0;0;BB;USA;AT Online;0;H;Sem pgto;240;93;1;Confirmada;2016-11-13
0;15;2016-11-11;2016;11;11;0;2;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;241;41.57;1;Confirmada;2016-11-13
0;26;2016-11-11;2016;11;11;0;2;2;0;0;BB;IRL;Direta;0;F;Sem pgto;250;76.5;0;Confirmada;2016-11-13
0;69;2016-11-11;2016;11;11;0;2;2;0;0;BB;ESP;Direta;0;E;Sem pgto;250;65.8;1;Confirmada;2016-11-13
0;0;2016-11-11;2016;11;11;1;2;2;0;0;BB;BEL;AT Online;0;A;Sem pgto;240;71.67;1;Confirmada;2016-11-14
0;49;2016-11-11;2016;11;11;1;2;2;0;0;HB;FRA;AT Offline;0;A;Sem pgto;6;58.4;0;Confirmada;2016-11-14
0;57;2016-11-11;2016;11;11;1;2;2;0;0;BB;SVN;AT Online;0;A;Sem pgto;240;37.8;2;Confirmada;2016-11-14
0;57;2016-11-11;2016;11;11;1;2;2;0;0;BB;SVN;AT Online;0;A;Sem pgto;240;37.8;2;Confirmada;2016-11-14
0;34;2016-11-11;2016;11;11;2;2;2;0;0;HB;GBR;AT Online;0;D;Sem pgto;147;60.48;0;Confirmada;2016-11-15
0;68;2016-11-11;2016;11;11;2;2;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;37.8;1;Confirmada;2016-11-15
0;103;2016-11-11;2016;11;11;2;2;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;314;30.24;0;Confirmada;2016-11-15
0;52;2016-11-11;2016;11;11;2;3;2;0;0;BB;ESP;AT Online;0;A;Sem pgto;240;39.4;2;Confirmada;2016-11-16
0;52;2016-11-11;2016;11;11;2;3;2;0;0;BB;ESP;AT Online;0;A;Sem pgto;240;37.8;2;Confirmada;2016-11-16
0;36;2016-11-11;2016;11;11;2;4;2;0;0;HB;PRT;Direta;0;A;Sem pgto;250;54.47;0;Confirmada;2016-11-17
0;39;2016-11-11;2016;11;11;2;4;1;0;0;BB;IRL;Direta;0;A;Sem pgto;250;29.41;0;Confirmada;2016-11-17
0;109;2016-11-11;2016;11;11;2;5;2;0;0;BB;ESP;AT Online;0;A;Sem pgto;240;43.8;2;Confirmada;2016-11-18
0;47;2016-11-11;2016;11;11;2;5;2;0;0;BB;GBR;AT Online;0;E;Sem pgto;241;42.97;1;Confirmada;2016-11-18
0;53;2016-11-11;2016;11;11;2;5;2;0;0;BB;GBR;AT Online;0;E;Sem pgto;240;55.8;1;Confirmada;2016-11-18
0;37;2016-11-11;2016;11;11;2;5;2;0;0;BB;IRL;Direta;0;E;Sem pgto;250;54.56;0;Confirmada;2016-11-18
1;159;2016-11-12;2016;11;12;2;1;2;0;0;BB;PRT;AT Online;0;E;Sem pgto;314;44.64;0;Cancelada;2016-06-07
1;139;2016-11-12;2016;11;12;2;5;2;0;0;BB;GBR;AT Online;0;D;Sem pgto;240;46.8;0;Cancelada;2016-07-07
1;54;2016-11-12;2016;11;12;2;3;2;0;0;BB;IRL;AT Online;0;A;Sem pgto;240;37.8;0;Cancelada;2016-09-19
1;59;2016-11-12;2016;11;12;0;1;3;1;0;BB;ESP;AT Online;0;H;Sem pgto;240;87;0;Cancelada;2016-09-21
1;47;2016-11-12;2016;11;12;2;2;2;0;0;HB;GBR;AT Online;0;A;Sem pgto;240;64.8;0;Cancelada;2016-09-27
1;53;2016-11-12;2016;11;12;2;2;2;0;0;BB;PRT;AT Online;0;E;Sem pgto;241;40.81;1;Cancelada;2016-09-29
1;53;2016-11-12;2016;11;12;2;2;2;0;0;BB;PRT;AT Online;0;E;Sem pgto;241;40.81;1;Cancelada;2016-09-29
1;81;2016-11-12;2016;11;12;2;4;2;0;0;BB;IRL;AT Online;0;A;Sem pgto;240;37.8;1;Cancelada;2016-09-30
1;30;2016-11-12;2016;11;12;2;2;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;314;36.84;0;Cancelada;2016-10-13
1;217;2016-11-12;2016;11;12;0;1;2;0;0;BB;COL;AT Online;0;A;Sem pgto;240;39;1;Cancelada;2016-10-14
1;51;2016-11-12;2016;11;12;0;1;2;0;0;BB;COL;AT Online;0;A;Sem pgto;240;37.8;0;Cancelada;2016-10-14
1;211;2016-11-12;2016;11;12;2;3;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;37.8;1;Cancelada;2016-10-17
1;59;2016-11-12;2016;11;12;9;21;1;0;0;BB;SWE;AT Online;0;A;Sem pgto;240;37.7;1;Cancelada;2016-10-19
1;59;2016-11-12;2016;11;12;9;21;1;0;0;BB;SWE;AT Online;0;A;Sem pgto;240;37.7;1;Cancelada;2016-10-20
1;32;2016-11-12;2016;11;12;0;1;2;0;0;BB;ESP;AT Online;0;D;Sem pgto;240;66;1;Cancelada;2016-10-23
1;44;2016-11-12;2016;11;12;2;1;2;0;0;BB;ESP;AT Online;0;A;Sem pgto;240;37.8;3;Cancelada;2016-10-23
1;40;2016-11-12;2016;11;12;0;1;2;0;0;HB;ESP;AT Online;0;A;Sem pgto;240;64.8;1;Cancelada;2016-10-25
0;31;2016-11-12;2016;11;12;0;0;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;242;0;1;Confirmada;2016-11-12
0;0;2016-11-12;2016;11;12;0;1;2;0;0;BB;PRT;Direta;1;A;Sem pgto;NULL;70;0;Confirmada;2016-11-13
0;5;2016-11-12;2016;11;12;0;1;3;0;0;BB;PRT;Direta;0;A;Sem pgto;NULL;85;0;Confirmada;2016-11-13
0;4;2016-11-12;2016;11;12;0;1;2;1;0;BB;PRT;Direta;0;C;Sem pgto;250;85;0;Confirmada;2016-11-13
0;73;2016-11-12;2016;11;12;0;1;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;37.8;1;Confirmada;2016-11-13
0;73;2016-11-12;2016;11;12;0;1;1;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;37.8;1;Confirmada;2016-11-13
0;73;2016-11-12;2016;11;12;0;1;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;37.8;1;Confirmada;2016-11-13
0;0;2016-11-12;2016;11;12;0;1;2;0;0;HB;FRA;AT Online;0;D;Sem pgto;240;113;1;Confirmada;2016-11-13
0;0;2016-11-12;2016;11;12;0;1;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;75;0;Confirmada;2016-11-13
